key,date,current_hospitalized,current_intensive_care,total_recovered,total_deceased,current_hospitalized_female,current_hospitalized_male,current_intensive_care_female,current_intensive_care_male,total_recovered_female,total_recovered_male,total_deceased_female,total_deceased_male,new_recovered,new_deceased,new_recovered_female,new_recovered_male,new_deceased_female,new_deceased_male
FR_CVL_37,2020-05-15,127,14,263,73,62,65,2,12,139,124,25,48,5,0,4,1,0,0
FR_CVL_37,2020-05-16,126,14,264,73,62,64,2,12,139,125,25,48,1,0,0,1,0,0
FR_CVL_37,2020-05-17,125,14,265,73,62,63,2,12,139,126,25,48,1,0,0,1,0,0
FR_CVL_37,2020-05-18,119,14,269,74,58,61,2,12,143,126,25,49,4,1,4,0,0,1
FR_CVL_37,2020-05-19,116,13,270,76,55,61,2,11,145,125,27,49,1,2,2,-1,2,0
FR_CVL_37,2020-05-20,114,12,273,77,56,58,2,10,146,127,27,50,3,1,1,2,0,1
FR_CVL_37,2020-05-21,109,12,278,77,52,57,2,10,150,128,27,50,5,0,4,1,0,0
FR_CVL_37,2020-05-22,107,10,278,77,52,55,2,8,150,128,27,50,0,0,0,0,0,0
FR_CVL_37,2020-05-23,105,10,280,77,50,55,2,8,152,128,27,50,2,0,2,0,0,0
FR_CVL_37,2020-05-24,105,10,280,77,50,55,2,8,152,128,27,50,0,0,0,0,0,0
FR_CVL_37,2020-05-25,104,9,280,77,49,55,1,8,152,128,27,50,0,0,0,0,0,0
FR_CVL_37,2020-05-26,101,9,282,78,45,56,1,8,155,127,28,50,2,1,3,-1,1,0
FR_CVL_37,2020-05-27,94,9,290,79,40,54,1,8,161,129,28,51,8,1,6,2,0,1
FR_CVL_37,2020-05-28,92,9,292,79,39,53,1,8,162,130,28,51,2,0,1,1,0,0
FR_CVL_37,2020-05-29,89,9,296,79,39,50,1,8,163,133,28,51,4,0,1,3,0,0
FR_CVL_37,2020-05-30,90,8,297,79,38,52,1,7,164,133,28,51,1,0,1,0,0,0
FR_CVL_37,2020-05-31,90,8,297,79,38,52,1,7,164,133,28,51,0,0,0,0,0,0
FR_CVL_37,2020-06-01,89,8,297,80,38,51,1,7,164,133,28,52,0,1,0,0,0,1
FR_CVL_37,2020-06-02,89,8,297,80,38,51,1,7,164,133,28,52,0,0,0,0,0,0
FR_CVL_37,2020-06-03,89,8,298,80,37,52,1,7,165,133,28,52,1,0,1,0,0,0
FR_CVL_37,2020-06-04,88,8,299,80,37,51,1,7,165,134,28,52,1,0,0,1,0,0
FR_CVL_37,2020-06-05,88,8,300,80,37,51,1,7,165,135,28,52,1,0,0,1,0,0
FR_CVL_37,2020-06-06,88,8,300,80,37,51,1,7,165,135,28,52,0,0,0,0,0,0
FR_CVL_37,2020-06-07,87,7,300,80,37,50,1,6,165,135,28,52,0,0,0,0,0,0
FR_CVL_37,2020-06-08,81,5,302,81,34,47,1,4,167,135,28,53,2,1,2,0,0,1
FR_CVL_37,2020-06-09,80,5,303,81,34,46,1,4,167,136,28,53,1,0,0,1,0,0
FR_CVL_37,2020-06-10,78,6,305,81,34,44,2,4,168,137,28,53,2,0,1,1,0,0
FR_CVL_37,2020-06-11,74,5,308,82,33,41,2,3,169,139,28,54,3,1,1,2,0,1
FR_CVL_37,2020-06-12,72,5,309,82,32,40,2,3,170,139,28,54,1,0,1,0,0,0
FR_CVL_37,2020-06-13,73,5,308,82,33,40,2,3,169,139,28,54,-1,0,-1,0,0,0
FR_CVL_37,2020-06-14,73,5,308,82,33,40,2,3,169,139,28,54,0,0,0,0,0,0
FR_CVL_37,2020-06-15,74,5,308,82,34,40,2,3,169,139,28,54,0,0,0,0,0,0
FR_CVL_37,2020-06-16,70,5,312,82,31,39,2,3,172,140,28,54,4,0,3,1,0,0
FR_CVL_37,2020-06-17,70,5,312,82,31,39,2,3,172,140,28,54,0,0,0,0,0,0
FR_CVL_37,2020-06-18,69,4,312,82,31,38,2,2,172,140,28,54,0,0,0,0,0,0
FR_CVL_37,2020-06-19,66,3,314,84,30,36,2,1,173,141,28,56,2,2,1,1,0,2
FR_CVL_37,2020-06-20,66,3,314,84,30,36,2,1,173,141,28,56,0,0,0,0,0,0
FR_CVL_37,2020-06-21,66,3,314,84,30,36,2,1,173,141,28,56,0,0,0,0,0,0
FR_CVL_41,2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
FR_CVL_41,2020-03-19,2,0,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0
FR_CVL_41,2020-03-20,4,0,0,0,3,1,0,0,0,0,0,0,-1,0,0,-1,0,0
FR_CVL_41,2020-03-21,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
FR_CVL_41,2020-03-22,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
FR_CVL_41,2020-03-23,6,1,1,0,3,3,0,1,0,1,0,0,1,0,0,1,0,0
FR_CVL_41,2020-03-24,10,1,6,0,3,7,0,1,2,4,0,0,5,0,2,3,0,0
FR_CVL_41,2020-03-25,11,2,7,0,4,7,1,1,2,5,0,0,1,0,0,1,0,0
FR_CVL_41,2020-03-26,16,2,8,0,4,12,0,2,3,5,0,0,1,0,1,0,0,0
FR_CVL_41,2020-03-27,24,4,8,0,7,17,0,4,3,5,0,0,0,0,0,0,0,0
FR_CVL_41,2020-03-28,29,4,12,3,11,18,0,4,5,7,1,2,4,3,2,2,1,2
FR_CVL_41,2020-03-29,29,4,12,3,11,18,0,4,5,7,1,2,0,0,0,0,0,0
FR_CVL_41,2020-03-30,48,6,14,4,18,30,0,6,7,7,2,2,2,1,2,0,1,0
FR_CVL_41,2020-03-31,49,10,16,4,21,28,2,8,7,9,2,2,2,0,0,2,0,0
FR_CVL_41,2020-04-01,58,11,17,7,23,35,2,9,7,10,3,4,1,3,0,1,1,2
FR_CVL_41,2020-04-02,73,14,18,7,26,47,2,12,8,10,3,4,1,0,1,0,0,0
FR_CVL_41,2020-04-03,67,13,32,10,24,43,2,11,14,18,4,6,14,3,6,8,1,2
FR_CVL_41,2020-04-04,67,14,34,12,25,42,3,11,16,18,4,8,2,2,2,0,0,2
FR_CVL_41,2020-04-05,66,14,36,12,25,41,3,11,17,19,4,8,2,0,1,1,0,0
FR_CVL_41,2020-04-06,83,14,37,13,30,53,4,10,17,20,5,8,1,1,0,1,1,0
FR_CVL_41,2020-04-07,86,14,43,14,35,51,4,10,20,23,6,8,6,1,3,3,1,0
FR_CVL_41,2020-04-08,91,16,47,16,33,58,4,12,24,23,7,9,4,2,4,0,1,1
FR_CVL_41,2020-04-09,103,17,48,16,38,65,5,12,24,24,7,9,1,0,0,1,0,0
FR_CVL_41,2020-04-10,93,17,58,18,36,57,5,12,26,32,7,11,10,2,2,8,0,2
FR_CVL_41,2020-04-11,93,15,61,21,37,56,4,11,28,33,8,13,3,3,2,1,1,2
FR_CVL_41,2020-04-12,96,15,61,21,38,58,4,11,28,33,8,13,0,0,0,0,0,0
FR_CVL_41,2020-04-13,97,14,62,22,39,58,4,10,28,34,8,14,1,1,0,1,0,1
FR_CVL_41,2020-04-14,104,15,64,25,45,59,4,11,29,35,8,17,2,3,1,1,0,3
FR_CVL_41,2020-04-15,99,16,70,27,45,54,4,12,30,40,8,19,6,2,1,5,0,2
FR_CVL_41,2020-04-16,101,12,73,28,46,55,3,9,32,41,9,19,3,1,2,1,1,0
FR_CVL_41,2020-04-17,107,18,77,29,47,60,5,13,35,42,9,20,4,1,3,1,0,1
FR_CVL_41,2020-04-18,109,17,78,31,51,58,5,12,36,42,9,22,1,2,1,0,0,2
FR_CVL_41,2020-04-19,109,17,78,31,51,58,5,12,36,42,9,22,0,0,0,0,0,0
FR_CVL_41,2020-04-20,114,19,85,35,55,59,6,13,39,46,11,24,7,4,3,4,2,2
FR_CVL_41,2020-04-21,111,17,90,36,55,56,4,13,41,49,12,24,5,1,2,3,1,0
FR_CVL_41,2020-04-22,113,15,97,36,57,56,3,12,45,52,12,24,7,0,4,3,0,0
FR_CVL_41,2020-04-23,115,13,100,36,59,56,2,11,46,54,12,24,3,0,1,2,0,0
FR_CVL_41,2020-04-24,120,14,102,38,62,58,4,10,47,55,14,24,2,2,1,1,2,0
FR_CVL_41,2020-04-25,124,14,105,38,65,59,4,10,50,55,14,24,3,0,3,0,0,0
FR_CVL_41,2020-04-26,126,14,105,38,67,59,4,10,50,55,14,24,0,0,0,0,0,0
FR_CVL_41,2020-04-27,130,13,107,40,69,61,3,10,52,55,15,25,2,2,2,0,1,1
FR_CVL_41,2020-04-28,128,13,108,40,69,59,3,10,52,56,15,25,1,0,0,1,0,0
FR_CVL_41,2020-04-29,127,12,122,43,68,59,3,9,61,61,16,27,14,3,9,5,1,2
FR_CVL_41,2020-04-30,136,11,131,46,69,67,2,9,66,65,19,27,9,3,5,4,3,0
FR_CVL_41,2020-05-01,136,12,133,47,68,68,1,11,66,67,20,27,2,1,0,2,1,0
FR_CVL_41,2020-05-02,138,11,134,48,70,68,1,10,66,68,20,28,1,1,0,1,0,1
FR_CVL_41,2020-05-03,142,12,134,48,72,70,2,10,66,68,20,28,0,0,0,0,0,0
FR_CVL_41,2020-05-04,138,12,139,49,69,69,2,10,69,70,21,28,5,1,3,2,1,0
FR_CVL_41,2020-05-05,142,9,143,50,73,69,1,8,70,73,21,29,4,1,1,3,0,1
FR_CVL_41,2020-05-06,132,8,151,51,69,63,1,7,74,77,21,30,8,1,4,4,0,1
FR_CVL_41,2020-05-07,136,7,155,52,72,64,1,6,76,79,21,31,4,1,2,2,0,1
FR_CVL_41,2020-05-08,133,6,158,53,70,63,1,5,78,80,21,32,3,1,2,1,0,1
FR_CVL_41,2020-05-09,134,6,159,53,71,63,1,5,79,80,21,32,1,0,1,0,0,0
FR_CVL_41,2020-05-10,137,6,159,54,73,64,1,5,79,80,22,32,0,1,0,0,1,0
FR_CVL_41,2020-05-11,143,5,159,54,76,67,1,4,79,80,22,32,0,0,0,0,0,0
FR_CVL_41,2020-05-12,140,5,164,54,74,66,1,4,82,82,22,32,5,0,3,2,0,0
FR_CVL_41,2020-05-13,135,5,172,55,73,62,1,4,83,89,23,32,8,1,1,7,1,0
FR_CVL_41,2020-05-14,133,6,180,55,69,64,1,5,88,92,23,32,8,0,5,3,0,0
FR_CVL_41,2020-05-15,133,7,179,57,67,66,1,6,90,89,23,34,-1,2,2,-3,0,2
FR_CVL_41,2020-05-16,129,5,180,57,65,64,1,4,90,90,24,33,1,0,0,1,1,-1
FR_CVL_41,2020-05-17,129,5,180,57,65,64,1,4,90,90,24,33,0,0,0,0,0,0
FR_CVL_41,2020-05-18,129,6,185,58,62,67,1,5,94,91,25,33,5,1,4,1,1,0
FR_CVL_41,2020-05-19,125,7,190,60,57,68,1,6,98,92,26,34,5,2,4,1,1,1
FR_CVL_41,2020-05-20,120,7,196,60,55,65,1,6,101,95,26,34,6,0,3,3,0,0
FR_CVL_41,2020-05-21,120,7,196,60,55,65,1,6,101,95,26,34,0,0,0,0,0,0
FR_CVL_41,2020-05-22,123,9,196,60,55,68,2,7,101,95,26,34,0,0,0,0,0,0
FR_CVL_41,2020-05-23,120,8,199,61,54,66,1,7,101,98,27,34,3,1,0,3,1,0
FR_CVL_41,2020-05-24,120,8,199,61,54,66,1,7,101,98,27,34,0,0,0,0,0,0
FR_CVL_41,2020-05-25,119,8,201,63,55,64,2,6,101,100,27,36,2,2,0,2,0,2
FR_CVL_41,2020-05-26,114,6,206,63,54,60,1,5,102,104,27,36,5,0,1,4,0,0
FR_CVL_41,2020-05-27,113,4,207,63,54,59,1,3,102,105,27,36,1,0,0,1,0,0
FR_CVL_41,2020-05-28,105,4,216,63,48,57,1,3,109,107,27,36,9,0,7,2,0,0
FR_CVL_41,2020-05-29,102,2,219,63,48,54,1,1,109,110,27,36,3,0,0,3,0,0
FR_CVL_41,2020-05-30,100,2,221,63,47,53,1,1,110,111,27,36,2,0,1,1,0,0
FR_CVL_41,2020-05-31,100,2,221,63,47,53,1,1,110,111,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-01,100,2,221,63,47,53,1,1,110,111,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-02,100,2,223,63,47,53,1,1,111,112,27,36,2,0,1,1,0,0
FR_CVL_41,2020-06-03,97,2,226,63,46,51,1,1,112,114,27,36,3,0,1,2,0,0
FR_CVL_41,2020-06-04,96,0,227,63,46,50,0,0,112,115,27,36,1,0,0,1,0,0
FR_CVL_41,2020-06-05,93,0,229,63,45,48,0,0,113,116,27,36,2,0,1,1,0,0
FR_CVL_41,2020-06-06,91,0,229,63,45,46,0,0,113,116,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-07,91,0,229,63,45,46,0,0,113,116,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-08,92,0,229,63,46,46,0,0,113,116,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-09,92,0,229,63,46,46,0,0,113,116,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-10,89,0,232,63,44,45,0,0,115,117,27,36,3,0,2,1,0,0
FR_CVL_41,2020-06-11,89,0,232,63,44,45,0,0,115,117,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-12,89,0,232,63,44,45,0,0,115,117,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-13,89,0,232,63,44,45,0,0,115,117,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-14,89,0,232,63,44,45,0,0,115,117,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-15,89,0,232,63,44,45,0,0,115,117,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-16,89,0,232,63,44,45,0,0,115,117,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-17,87,0,234,63,43,44,0,0,116,118,27,36,2,0,1,1,0,0
FR_CVL_41,2020-06-18,87,0,234,63,43,44,0,0,116,118,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-19,87,0,234,63,43,44,0,0,116,118,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-20,88,0,234,63,44,44,0,0,116,118,27,36,0,0,0,0,0,0
FR_CVL_41,2020-06-21,88,0,234,63,44,44,0,0,116,118,27,36,0,0,0,0,0,0
FR_CVL_45,2020-03-18,5,1,0,0,2,3,0,1,0,0,0,0,,,,,,
FR_CVL_45,2020-03-19,9,3,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,0
FR_CVL_45,2020-03-20,26,5,2,0,11,15,1,4,1,1,0,0,2,0,1,1,0,0
FR_CVL_45,2020-03-21,30,6,3,0,16,14,1,5,1,2,0,0,1,0,0,1,0,0
FR_CVL_45,2020-03-22,37,12,7,1,18,19,3,9,4,3,1,0,4,1,3,1,1,0
FR_CVL_45,2020-03-23,43,16,11,2,22,21,3,13,5,6,1,1,4,1,1,3,0,1
FR_CVL_45,2020-03-24,43,16,10,2,22,21,3,13,4,6,1,1,-1,0,-1,0,0,0
FR_CVL_45,2020-03-25,48,18,13,1,23,25,4,14,6,7,1,0,3,-1,2,1,0,-1
FR_CVL_45,2020-03-26,58,25,18,3,24,34,5,20,9,9,2,1,5,2,3,2,1,1
FR_CVL_45,2020-03-27,62,25,20,4,26,36,5,20,9,11,2,2,2,1,0,2,0,1
FR_CVL_45,2020-03-28,82,29,23,6,34,48,5,24,11,12,4,2,3,2,2,1,2,0
FR_CVL_45,2020-03-29,114,38,26,8,43,71,9,29,13,13,5,3,3,2,2,1,1,1
FR_CVL_45,2020-03-30,138,39,32,11,55,83,9,30,16,16,6,5,6,3,3,3,1,2
FR_CVL_45,2020-03-31,150,46,36,13,61,89,10,36,18,18,6,7,4,2,2,2,0,2
FR_CVL_45,2020-04-01,178,57,42,14,72,106,11,46,21,21,7,7,6,1,3,3,1,0
FR_CVL_45,2020-04-02,194,63,54,16,77,117,14,49,27,27,7,9,12,2,6,6,0,2
FR_CVL_45,2020-04-03,215,72,65,20,87,128,14,58,33,32,8,12,11,4,6,5,1,3
FR_CVL_45,2020-04-04,225,69,86,21,94,131,12,57,44,42,8,13,21,1,11,10,0,1
FR_CVL_45,2020-04-05,228,69,98,23,95,133,11,58,52,46,9,14,12,2,8,4,1,1
FR_CVL_45,2020-04-06,241,76,107,25,96,145,14,62,59,48,9,16,9,2,7,2,0,2
FR_CVL_45,2020-04-07,246,75,123,27,99,147,15,60,66,57,9,18,16,2,7,9,0,2
FR_CVL_45,2020-04-08,262,80,141,28,106,156,16,64,74,67,9,19,18,1,8,10,0,1
FR_CVL_45,2020-04-09,255,76,160,32,103,152,16,60,85,75,10,22,19,4,11,8,1,3
FR_CVL_45,2020-04-10,264,79,181,34,110,154,18,61,95,86,10,24,21,2,10,11,0,2
FR_CVL_45,2020-04-11,276,74,198,39,112,164,16,58,103,95,13,26,17,5,8,9,3,2
FR_CVL_45,2020-04-12,282,72,206,40,119,163,16,56,105,101,14,26,8,1,2,6,1,0
FR_CVL_45,2020-04-13,290,77,218,41,123,167,17,60,107,111,14,27,12,1,2,10,0,1
FR_CVL_45,2020-04-14,296,77,226,44,125,171,17,60,111,115,16,28,8,3,4,4,2,1
FR_CVL_45,2020-04-15,286,71,250,48,126,160,16,55,121,129,17,31,24,4,10,14,1,3
FR_CVL_45,2020-04-16,272,67,277,49,125,147,16,51,135,142,17,32,27,1,14,13,0,1
FR_CVL_45,2020-04-17,260,73,291,49,119,141,18,55,141,150,17,32,14,0,6,8,0,0
FR_CVL_45,2020-04-18,250,71,307,53,112,138,17,54,150,157,19,34,16,4,9,7,2,2
FR_CVL_45,2020-04-19,255,74,312,55,115,140,16,58,152,160,21,34,5,2,2,3,2,0
FR_CVL_45,2020-04-20,254,73,316,57,115,139,16,57,154,162,22,35,4,2,2,2,1,1
FR_CVL_45,2020-04-21,249,63,331,58,112,137,15,48,163,168,22,36,15,1,9,6,0,1
FR_CVL_45,2020-04-22,255,64,338,61,115,140,17,47,166,172,23,38,7,3,3,4,1,2
FR_CVL_45,2020-04-23,255,57,350,61,119,136,14,43,169,181,23,38,12,0,3,9,0,0
FR_CVL_45,2020-04-24,251,56,354,63,118,133,15,41,170,184,23,40,4,2,1,3,0,2
FR_CVL_45,2020-04-25,247,53,361,64,115,132,14,39,176,185,24,40,7,1,6,1,1,0
FR_CVL_45,2020-04-26,244,54,362,66,111,133,14,40,177,185,26,40,1,2,1,0,2,0
FR_CVL_45,2020-04-27,249,57,365,67,114,135,15,42,178,187,27,40,3,1,1,2,1,0
FR_CVL_45,2020-04-28,244,57,370,69,111,133,16,41,181,189,28,41,5,2,3,2,1,1
FR_CVL_45,2020-04-29,237,50,388,72,112,125,15,35,188,200,29,43,18,3,7,11,1,2
FR_CVL_45,2020-04-30,239,48,395,72,110,129,13,35,192,203,29,43,7,0,4,3,0,0
FR_CVL_45,2020-05-01,246,44,400,73,114,132,13,31,194,206,29,44,5,1,2,3,0,1
FR_CVL_45,2020-05-02,247,43,401,73,115,132,12,31,194,207,29,44,1,0,0,1,0,0
FR_CVL_45,2020-05-03,249,45,402,74,116,133,12,33,195,207,29,45,1,1,1,0,0,1
FR_CVL_45,2020-05-04,245,44,407,75,114,131,12,32,199,208,30,45,5,1,4,1,1,0
FR_CVL_45,2020-05-05,242,39,425,75,112,130,12,27,208,217,30,45,18,0,9,9,0,0
FR_CVL_45,2020-05-06,225,32,440,78,102,123,9,23,217,223,30,48,15,3,9,6,0,3
FR_CVL_45,2020-05-07,210,31,450,79,96,114,8,23,221,229,30,49,10,1,4,6,0,1
FR_CVL_45,2020-05-08,197,26,464,81,93,104,8,18,226,238,30,51,14,2,5,9,0,2
FR_CVL_45,2020-05-09,196,26,465,81,92,104,8,18,227,238,30,51,1,0,1,0,0,0
FR_CVL_45,2020-05-10,196,26,465,81,92,104,8,18,227,238,30,51,0,0,0,0,0,0
FR_CVL_45,2020-05-11,196,27,460,82,90,106,8,19,223,237,31,51,-5,1,-4,-1,1,0
FR_CVL_45,2020-05-12,190,28,468,82,88,102,9,19,225,243,31,51,8,0,2,6,0,0
FR_CVL_45,2020-05-13,184,27,474,83,86,98,8,19,228,246,31,52,6,1,3,3,0,1
FR_CVL_45,2020-05-14,176,25,481,85,79,97,7,18,234,247,32,53,7,2,6,1,1,1
FR_CVL_45,2020-05-15,172,23,488,86,74,98,7,16,239,249,32,54,7,1,5,2,0,1
FR_CVL_45,2020-05-16,162,20,495,88,71,91,6,14,241,254,33,55,7,2,2,5,1,1
FR_CVL_45,2020-05-17,160,20,497,88,69,91,6,14,243,254,33,55,2,0,2,0,0,0
FR_CVL_45,2020-05-18,157,20,500,88,69,88,6,14,243,257,33,55,3,0,0,3,0,0
FR_CVL_45,2020-05-19,152,17,506,89,67,85,6,11,247,259,33,56,6,1,4,2,0,1
FR_CVL_45,2020-05-20,148,17,510,90,65,83,6,11,249,261,33,57,4,1,2,2,0,1
FR_CVL_45,2020-05-21,142,17,516,91,59,83,6,11,254,262,34,57,6,1,5,1,1,0
FR_CVL_45,2020-05-22,138,16,518,91,58,80,5,11,254,264,34,57,2,0,0,2,0,0
FR_CVL_45,2020-05-23,136,16,520,92,57,79,5,11,256,264,34,58,2,1,2,0,0,1
FR_CVL_45,2020-05-24,136,16,520,92,57,79,5,11,256,264,34,58,0,0,0,0,0,0
FR_CVL_45,2020-05-25,140,16,520,92,60,80,5,11,256,264,34,58,0,0,0,0,0,0
FR_CVL_45,2020-05-26,130,16,530,93,55,75,5,11,261,269,34,59,10,1,5,5,0,1
FR_CVL_45,2020-05-27,131,16,529,93,55,76,5,11,261,268,34,59,-1,0,0,-1,0,0
FR_CVL_45,2020-05-28,125,16,536,93,52,73,5,11,265,271,34,59,7,0,4,3,0,0
FR_CVL_45,2020-05-29,119,15,539,96,48,71,5,10,266,273,37,59,3,3,1,2,3,0
FR_CVL_45,2020-05-30,118,15,539,96,47,71,5,10,266,273,37,59,0,0,0,0,0,0
FR_CVL_45,2020-05-31,117,15,540,96,47,70,5,10,266,274,37,59,1,0,0,1,0,0
FR_CVL_45,2020-06-01,117,13,540,96,47,70,4,9,266,274,37,59,0,0,0,0,0,0
FR_CVL_45,2020-06-02,115,13,542,96,47,68,4,9,266,276,37,59,2,0,0,2,0,0
FR_CVL_45,2020-06-03,113,14,544,98,48,65,5,9,266,278,37,61,2,2,0,2,0,2
FR_CVL_45,2020-06-04,114,14,544,98,47,67,5,9,267,277,37,61,0,0,1,-1,0,0
FR_CVL_45,2020-06-05,107,11,552,98,44,63,4,7,271,281,37,61,8,0,4,4,0,0
FR_CVL_45,2020-06-06,105,11,555,98,44,61,4,7,272,283,37,61,3,0,1,2,0,0
FR_CVL_45,2020-06-07,104,11,557,98,44,60,4,7,272,285,37,61,2,0,0,2,0,0
FR_CVL_45,2020-06-08,105,11,557,98,44,61,4,7,272,285,37,61,0,0,0,0,0,0
FR_CVL_45,2020-06-09,97,9,562,98,42,55,3,6,273,289,37,61,5,0,1,4,0,0
FR_CVL_45,2020-06-10,91,9,568,98,38,53,3,6,277,291,37,61,6,0,4,2,0,0
FR_CVL_45,2020-06-11,91,9,568,98,38,53,3,6,277,291,37,61,0,0,0,0,0,0
FR_CVL_45,2020-06-12,88,9,570,100,37,51,3,6,278,292,37,63,2,2,1,1,0,2
FR_CVL_45,2020-06-13,89,9,570,100,37,52,3,6,278,292,37,63,0,0,0,0,0,0
FR_CVL_45,2020-06-14,89,9,570,100,37,52,3,6,278,292,37,63,0,0,0,0,0,0
FR_CVL_45,2020-06-15,89,9,570,100,37,52,3,6,278,292,37,63,0,0,0,0,0,0
FR_CVL_45,2020-06-16,86,8,573,100,35,51,2,6,280,293,37,63,3,0,2,1,0,0
FR_CVL_45,2020-06-17,86,8,574,100,35,51,2,6,281,293,37,63,1,0,1,0,0,0
FR_CVL_45,2020-06-18,84,6,575,101,34,50,1,5,281,294,38,63,1,1,0,1,1,0
FR_CVL_45,2020-06-19,83,6,576,101,34,49,1,5,281,295,38,63,1,0,0,1,0,0
FR_CVL_45,2020-06-20,83,5,576,101,34,49,1,4,281,295,38,63,0,0,0,0,0,0
FR_CVL_45,2020-06-21,83,5,576,101,34,49,1,4,281,295,38,63,0,0,0,0,0,0
FR_GES,2020-03-18,870,203,144,119,390,480,67,136,63,81,60,59,,,,,,
FR_GES,2020-03-19,1095,240,185,147,489,606,72,168,83,102,73,74,41,28,20,21,13,15
FR_GES,2020-03-20,1348,293,279,182,600,748,84,209,140,139,89,93,94,35,57,37,16,19
FR_GES,2020-03-21,1481,330,329,209,650,831,94,236,165,164,100,109,50,27,25,25,11,16
FR_GES,2020-03-22,1652,367,388,248,723,929,95,272,193,195,119,129,59,39,28,31,19,20
FR_GES,2020-03-23,1963,428,467,323,842,1121,113,315,241,226,142,181,79,75,48,31,23,52
FR_GES,2020-03-24,2382,501,615,403,1039,1343,134,367,314,301,167,236,148,80,73,75,25,55
FR_GES,2020-03-25,2697,573,761,502,1172,1525,144,429,384,377,211,291,146,99,70,76,44,55
FR_GES,2020-03-26,2950,629,953,580,1286,1664,156,473,474,479,239,341,192,78,90,102,28,50
FR_GES,2020-03-27,3258,692,1063,654,1393,1865,176,516,536,527,274,380,110,74,62,48,35,39
FR_GES,2020-03-28,3491,747,1252,749,1469,2022,180,567,642,610,308,441,189,95,106,83,34,61
FR_GES,2020-03-29,3703,786,1335,811,1552,2151,188,598,684,651,331,480,83,62,42,41,23,39
FR_GES,2020-03-30,3914,836,1474,915,1632,2282,198,638,747,727,369,546,139,104,63,76,38,66
FR_GES,2020-03-31,4209,882,1689,1011,1760,2449,212,670,846,843,390,621,215,96,99,116,21,75
FR_GES,2020-04-01,4426,910,1957,1122,1864,2562,228,682,972,985,427,695,268,111,126,142,37,74
FR_GES,2020-04-02,4595,938,2204,1174,1945,2650,246,692,1094,1110,437,737,247,52,122,125,10,42
FR_GES,2020-04-03,4644,958,2519,1306,1953,2691,242,716,1253,1266,501,805,315,132,159,156,64,68
FR_GES,2020-04-04,4638,948,2775,1397,1981,2657,246,702,1359,1416,532,865,256,91,106,150,31,60
FR_GES,2020-04-05,4671,936,2929,1466,2002,2669,247,689,1421,1508,565,901,154,69,62,92,33,36
FR_GES,2020-04-06,4736,923,3092,1567,2066,2670,255,668,1486,1606,605,962,163,101,65,98,40,61
FR_GES,2020-04-07,4760,936,3432,1664,2122,2638,261,675,1641,1791,651,1013,340,97,155,185,46,51
FR_GES,2020-04-08,4656,924,3767,1770,2092,2564,264,660,1792,1975,699,1071,335,106,151,184,48,58
FR_GES,2020-04-09,4714,906,4127,1842,2128,2586,257,649,1965,2162,729,1113,360,72,173,187,30,42
FR_GES,2020-04-10,4844,878,4411,1939,2239,2605,256,622,2078,2333,775,1164,284,97,113,171,46,51
FR_GES,2020-04-11,4786,870,4548,1995,2216,2570,252,618,2145,2403,793,1202,137,56,67,70,18,38
FR_GES,2020-04-12,4833,867,4688,2051,2262,2571,250,617,2208,2480,817,1234,140,56,63,77,24,32
FR_GES,2020-04-13,4869,870,4750,2092,2273,2596,252,618,2230,2520,834,1258,62,41,22,40,17,24
FR_GES,2020-04-14,4939,863,4889,2150,2327,2612,256,607,2297,2592,858,1292,139,58,67,72,24,34
FR_GES,2020-04-15,4835,824,5283,2234,2296,2539,252,572,2472,2811,911,1323,394,84,175,219,53,31
FR_GES,2020-04-16,4728,803,5577,2290,2232,2496,246,557,2620,2957,936,1354,294,56,148,146,25,31
FR_GES,2020-04-17,4684,783,5786,2341,2210,2474,238,545,2727,3059,959,1382,209,51,107,102,23,28
FR_GES,2020-04-18,4592,751,6015,2406,2175,2417,231,520,2840,3175,983,1423,229,65,113,116,24,41
FR_GES,2020-04-19,4569,737,6095,2446,2167,2402,226,511,2880,3215,1002,1444,80,40,40,40,19,21
FR_GES,2020-04-20,4549,735,6174,2498,2171,2378,225,510,2913,3261,1026,1472,79,52,33,46,24,28
